,start,end,start_frame,end_frame,text
343,1669.7,1672.02,50091,50160,He had a career high 38 last week
344,1672.66,1677.24,50179,50317,And with curry on the bench frank vogel said he's kind of taken over the like the cj mccullum
345,1677.62,1682.02,50328,50460,Roll in terms of when lillard goes to the bench mccullum has to score they need pool to score
346,1682.74,1684.74,50482,50542,Not that time as kuzma gets the rebound
347,1686.1,1688.8999999999999,50583,50666,Not that he was comparing him to cj mccullum
348,1690.1,1692.6,50703,50778,Horton tucker short on the three
349,1695.78,1697.78,50873,50933,Six
350,1703.86,1705.86,51115,51175,Here's pool inside the yard
351,1709.46,1711.46,51283,51343,Six on the 24
352,1711.78,1713.78,51353,51413,Wiggins against caruso
353,1713.78,1719.86,51413,51595,Nice spin move and finish from andrew wiggins. He's got nine points. He has a great right to left spin
354,1719.86,1721.86,51595,51655,And
355,1724.9799999999998,1726.34,51749,51790,Arl
356,1726.34,1728.9799999999998,51790,51869,Knocked away ball picked up to scott oanderson
357,1729.62,1732.58,51888,51977,Two on one break goes right at lebron james and finishes
358,1733.6999999999998,1735.6999999999998,52010,52070,And a timeout call by frank vogel
359,1736.58,1741.9399999999998,52097,52258,They got a lot of doubt down there. We got we got a lot of belief good job guys. Good quarter. Good quarter
360,1742.6599999999999,1746.34,52279,52390,Holding on the boards defending without fouling all good stuff
361,1746.34,1747.54,52390,52426,Good job
362,1747.54,1752.8999999999999,52426,52586,"He has been proud of this team talked about, you know disjointed early obviously the injury to clay thompson"
363,1753.62,1757.86,52608,52735,He said but they've come together really well as the season went on he kept telling the team late in the season
364,1757.86,1762.98,52735,52889,We're gonna go on a run. We're gonna go on a run and they finished 15 and five in those last 20 games
365,1764.82,1767.54,52944,53026,And I like how wiggins is picking up full court
366,1768.1,1774.98,53043,53249,On occasions james drives gets inside block by to scott oanderson knocked out of bounds still laker ball
367,1776.34,1778.34,53290,53350,That's a good one
368,1780.74,1783.6999999999998,53422,53510,This is just good verticality boy this kid is tough
369,1786.02,1794.26,53580,53827,Warriors have five block shots already james gets inside bank shot missed it ball tipped out to scott oanderson pushing it up the floor
370,1794.26,1796.26,53827,53887,And it's a good one
371,1797.54,1799.54,53926,53986,Good one
372,1800.58,1802.58,54017,54077,Good one
373,1804.58,1810.9,54137,54327,Mulder pull to scott oanderson out there with looney and wiggins wiggins fires a three way off
374,1811.62,1816.42,54348,54492,And it's laker ball and you look at this game right now with seven minutes to go on in the second quarter
375,1816.98,1820.5,54509,54615,One team is getting after it like they want it and the other team is in chill mode
376,1820.5,1825.38,54615,54761,To advance to sunday kuzma gets that one to go prior to that shot the lakers were shooting
377,1826.16,1828.74,54784,54862,24% from the field they had missed eight shots in a row
378,1830.02,1833.96,54900,55018,That's a very strong assertive move by kuzma
379,1838.66,1845.64,55159,55369,Wiggins to looney to scott oanderson can't get the three montrez harold with the board
380,1845.64,1851.0,55369,55530,James finds montrez harold inside and throws it down in a crowd
381,1853.0,1855.0,55590,55650,This first field goal
382,1857.64,1859.64,55729,55789,And a timeout call by steve kerr
383,1861.24,1867.3200000000002,55837,56019,The warriors are shooting 38 percent 29 from three and steve curry has five points
384,1868.76,1872.76,56062,56182,You know both these teams their defense has been a big part of their success
385,1872.76,1876.76,56182,56302,As we mentioned lakers number one defensive rating and the warriors number five
386,1879.72,1884.68,56391,56540,Pull goes right at drummond layup is good tough shot from jordan pull
387,1886.04,1892.04,56581,56761,Lakers looking to push the other way steve kerr talked about that. He wants his team to really push the tempo tonight
388,1893.4,1895.4,56802,56862,Truder gets some room
389,1895.8799999999999,1897.8799999999999,56876,56936,Davis tries the three
390,1898.6000000000001,1900.6000000000001,56958,57018,Davis tries the three
391,1902.6000000000001,1906.2800000000002,57078,57188,Davis and not shot the ball well from three since his return from the camp injury
392,1908.2,1911.5600000000002,57246,57346,Curry finds some room gets inside draws the foul banker won't go
393,1911.5600000000002,1916.2,57346,57486,"He's mad at himself, but he'll get two free throws and that's two straight pick and rolls"
394,1916.8400000000001,1922.92,57505,57687,That drummond has been ineffective in defending. He's got to get down a little bit lower. He has great feet
395,1924.92,1926.92,57747,57807,He can do this
396,1927.88,1931.2600000000002,57836,57937,But he can't reach and get himself out of position
397,1933.3200000000002,1939.3400000000001,57999,58180,Curry has talked this year. It's the best he's felt physically and the best he is seeing the game this year
398,1947.24,1949.24,58417,58477,And the year off last year
399,1950.1200000000001,1951.48,58503,58544,Might have helped
400,1951.48,1956.44,58544,58693,That as well only five games played with a broken hand. There's no question it re-energized him
401,1956.76,1961.72,58702,58851,You know players will talk about this guys who play in the finals year after year the grind of that lebron james
402,1961.72,1967.0,58851,59010,That's one of the unbelievable things about what he's able to do. It's almost like another season
403,1968.04,1970.04,59041,59101,And it has recharged him
404,1975.48,1980.04,59264,59401,Dennis shrewder trying to get going still looking for his first field goal throws it away green with the steel
405,1981.24,1983.24,59437,59497,That's great pick and roll defense
406,1983.72,1984.68,59511,59540,I mean
407,1984.68,1986.68,59540,59600,That's superior
408,1987.4,1992.04,59622,59761,Ability to play to play the ball handler and play the role man
409,1995.5600000000002,2003.42,59866,60102,You see shrewder he's got to come off the score green stunning at him and recovering that's beautiful that's outstanding
410,2007.0800000000002,2010.68,60212,60320,Steve kurt talks about all the time. He knows what the opponent is running
411,2010.68,2014.8400000000001,60320,60445,He blows up opponents plays all the time nice feet inside but basemore rushed it
412,2015.3200000000002,2021.9,60459,60657,Although davis's presence had something to do with that caldwell pope three-pointer short right back to him up top to shrewder
413,2025.48,2029.24,60764,60877,Caldwell pope pass inside broke it up basemore this time got a hand on it
414,2029.88,2034.3600000000001,60896,61030,Boy active hands again from the warriors pool explodes to the rim and finishes
415,2035.0,2041.0,61050,61230,Jordan pull his second field goal and it's back to a 10-point warriors lead the lakers have 30 points
416,2041.32,2043.4799999999998,61239,61304,And there's under five to play in the first half
417,2049.72,2051.72,61491,61551,Shrewder fakes
418,2051.96,2055.24,61558,61657,Caruso barely had his hand knocks down the three
419,2055.48,2060.52,61664,61815,I'm looking at that last possession anthony davis has kent basemore on him and comes out the center high screen and roll
420,2060.7599999999998,2063.18,61822,61895,"A side screen and roll. Oh, give me the basketball"
421,2063.8199999999997,2066.22,61914,61986,It's your time to be a little bit more aggressive
422,2067.74,2074.22,62032,62226,The skynow anderson basemore fakes drives on caruso leans in on drum and flips it up way off
423,2079.4199999999996,2085.18,62382,62555,And an offensive foul is going to be called on anthony davis and frank bogle hot once again
424,2086.46,2090.48,62593,62714,Well right now jaymond green is putting on a master's class on how to defend
425,2093.18,2098.06,62795,62941,He has taken anthony davis out of the ballgame now. That's that's that's just a smart play
426,2098.46,2100.46,62953,63013,He puts himself in position to take the hit
427,2100.8599999999997,2107.5,63025,63225,But he is in the head of anthony davis thus far and some join going on right now and a technical foul
428,2107.66,2109.66,63229,63289,Hand it out double technical
429,2111.2599999999998,2116.54,63337,63496,John goble came in I believe it's on davis and toscano anderson the warriors are saying why is it a double technical?
430,2117.18,2119.18,63515,63575,You
431,2120.14,2124.7,63604,63740,Dream on green you don't want to get caught in this you already have a technical foul yourself
432,2126.3,2129.74,63789,63892,"So it is on davis, but the other one's on pool jordan pool"
433,2132.06,2138.56,63961,64156,That's like the old line when the nca got really mad at kentucky they put cleveland state on probation
434,2139.12,2140.56,64173,64216,I
435,2140.56,2145.7599999999998,64216,64372,For three his first three pointer of the half and from way downtown
436,2146.96,2148.96,64408,64468,And it makes it a 10-point game again
437,2149.68,2152.32,64490,64569,But davis is now at the five position
438,2155.04,2157.04,64651,64711,And lebron james back in
439,2158.4,2162.2599999999998,64752,64867,Schroeder 0 for 7 that's james garnevi toscano anderson
440,2162.26,2164.26,64867,64927,Leans in excellent defense throws it away
441,2168.26,2173.38,65047,65201,"Boy this colin state defense as you said mark, they're putting on a clinic here in the first half"
442,2174.42,2176.42,65232,65292,five to shoot for the lakers
443,2185.6200000000003,2189.38,65568,65681,Caruso shot clock winding down and pool with a foul
444,2189.62,2195.48,65688,65864,Shot clock winding down and pool with a foul with 3.4 remaining on the shot clock
445,2195.96,2197.96,65878,65938,First personal
446,2216.04,2222.6,66481,66678,Davis gets that one to go just his second field goal. He was one for nine prior to that. It's an eight-point game
447,2223.48,2229.96,66704,66898,"Despite the horrific shooting by the lakers, especially their stars again. They're only down eight curry another three"
448,2230.52,2233.3199999999997,66915,66999,Back to back threes for step curry now. He's got 12
449,2235.16,2237.64,67054,67129,And this equals the largest lead of the first half
450,2241.3199999999997,2246.7799999999997,67239,67403,Wiggins back in now curry switches on james the two former mvps
451,2247.02,2249.02,67410,67470,Davis
452,2251.34,2253.34,67540,67600,Davis against wiggins
453,2254.86,2258.0800000000004,67645,67742,Davis settles for the jump shot in the rebound to scott oanderson
454,2260.1400000000003,2263.92,67804,67917,Green beautiful pass ahead to scott oanderson stripped by caldwell pope
455,2267.1800000000003,2269.1800000000003,68015,68075,Schroeder tries a three
456,2269.34,2273.7400000000002,68080,68212,And then schroeder still without a field goal james to davis davis block green got a piece of it
457,2274.46,2276.46,68233,68293,And the warriors go the other way
458,2277.7400000000002,2281.82,68332,68454,Another forced turnover by golden state curry gets inside blocked by schroeder
459,2282.38,2285.02,68471,68550,Here comes caruso the other way caruso
460,2285.82,2287.82,68574,68634,Almost tried an alley-oop to himself
461,2288.38,2293.26,68651,68797,"Somehow managed to get the layup to go. He did alley-oop it to himself got away with it, which is fine"
462,2294.7000000000003,2296.5400000000004,68841,68896,You can throw it up
463,2296.5400000000004,2299.6600000000003,68896,68989,But i'll tell you what green not giving james a dunk
464,2300.46,2301.82,69013,69054,to me is
465,2301.82,2303.82,69054,69114,next level intelligence
466,2304.78,2311.82,69143,69354,Draymond green cross court to pull pull for three knocks it down a three-pointer for golden state
467,2313.7400000000002,2318.7000000000003,69412,69561,Now the golden state warriors showing once again why they've been one of the best defensive teams
468,2319.26,2324.94,69577,69748,In the nba this season led by dream on green and guys you got to figure you've watched so much basketball
469,2325.42,2329.6600000000003,69762,69889,He's one of the smartest defensive players i've seen in in all my years covering the nba
470,2330.3,2333.34,69909,70000,"Well, I had the privilege of coaching him so i'm well aware from day one"
471,2333.9,2336.1400000000003,70017,70084,His instincts his intelligence
472,2336.76,2338.76,70102,70162,superior
473,2339.1800000000003,2341.1800000000003,70175,70235,True to the drive
474,2341.42,2347.02,70242,70410,"Nearly another forced turnover, but caldwell pope has it and a whistle and a foul. Let's check in with rachel"
475,2347.5800000000004,2352.94,70427,70588,"Mike, this is so interesting according to all the tracking data. We have now if you look over the past eight years"
476,2353.5,2356.86,70605,70705,No one has defended anthony davis on more plays than yep
477,2357.2400000000002,2362.86,70717,70885,Draymond green so draymond told me that that means there's no surprises ad knows all of his little tricks
478,2363.1,2367.7400000000002,70893,71032,He knows all of anthony's instead. He said quote what it's going to boil down to in this game
479,2367.82,2371.1800000000003,71034,71135,It boils down to heart it boils down to who wants it more
480,2371.42,2375.82,71142,71274,It boils down to who can outthink the guy other guy on a particular play
481,2376.2200000000003,2379.9,71286,71397,He said it's not that I will go ahead and say I don't know what he's capable of
482,2380.3,2383.58,71409,71507,I know what he's capable of draymond said it's can I stop him?
483,2383.98,2388.3,71519,71649,"And as you guys have noted tonight, we've seen a clinic draymond's been doing that work mike"
484,2389.1000000000004,2392.78,71673,71783,Thank you rachel as wiggins picks up the foul james hits the free throw
485,2393.82,2399.26,71814,71977,He just seems to shine come playoff time. He lives for these type of games these type of matchups
486,2399.42,2401.9,71982,72057,But you know what? He knows also coach. He knows that
487,2403.02,2407.34,72090,72220,And it's his advantage here. It comes down to heart and it's no disrespect to anthony davis
488,2407.34,2413.1800000000003,72220,72395,But he he has a fight his chance in that situation if it boils down to talent. It's anthony davis all day long
489,2413.18,2415.18,72395,72455,So
490,2415.5,2419.74,72465,72592,Lakers shooting 30 from the field 29 from three
491,2420.3799999999997,2426.96,72611,72808,And they have 38 points with a minute and a half to play in the second curry three-pointer too strong rebound caruso
492,2435.18,2437.18,73055,73115,Davis comes back to caruso
493,2438.06,2442.16,73141,73264,Pull all over caruso and his headband knocked now james and wiggins
494,2443.8999999999996,2451.2599999999998,73316,73537,Caldwell pope corner three is up shot no good and wiggins with a rebound and great blockout by tuscano
495,2451.48,2453.74,73544,73612,Anderson you don't see blocking out
496,2454.3799999999997,2461.8999999999996,73631,73856,But he eliminated davis's size with that blockout wiggins nice turnaround shot wouldn't go james looks to lead the break the other way
497,2462.14,2466.94,73864,74008,Pass inside caruso layup tough shot able to get it off the glass caruso
498,2467.2599999999998,2471.02,74017,74130,Is their leading score and their only player double figures with 12?
499,2471.2599999999998,2474.78,74137,74243,And that's a good sign of you the golden state warriors game plan this
500,2475.58,2478.38,74267,74351,And I like this lineup with davis at five
501,2479.34,2481.98,74380,74459,A lot more from a spacing standpoint
502,2483.74,2485.2599999999998,74512,74557,Pull across cart
503,2485.2599999999998,2492.46,74557,74773,Tuscano anderson with five to shoot and hits the three-pointer lontus. Cotto anderson eight points off the bench
504,2494.86,2497.74,74845,74932,Back to 12 with 25 seconds remaining
505,2498.7,2501.5,74961,75045,The three leading scores for the la lakers
506,2501.8999999999996,2505.66,75056,75169,James davis intruder three for 27 from the field
507,2506.62,2511.58,75198,75347,True to the drive layup is good tough shot. He finally gets one to go. He was 0 for 8
508,2512.7799999999997,2515.74,75383,75472,And i'm not allowing stef curry to play one-on-one in this situation
509,2518.54,2521.58,75556,75647,Either are they curry step back three
510,2522.14,2524.14,75664,75724,Bang at the buzzer
511,2524.62,2532.96,75738,75988,Bang at the buzzer stef curry from downtown and the warriors will take a 13-point lead into halftime
512,2537.74,2539.74,76132,76192,What a first half for golden state
513,2541.0,2546.64,76230,76399,Defensively putting on a clinic and then curry coming alive from three-point range in the second period
514,2554.62,2559.42,76638,76782,"Baysmore steps back three-pointer way off rebound looney, but he's called for a push"
515,2560.06,2563.98,76801,76919,Looney by the way had 11 rebounds in that first half as he picks up his second
516,2564.62,2571.02,76938,77130,Coach if I was dennis truda lebron james anthony davis looking at what we talked about the impact in that first half
517,2571.2599999999998,2576.54,77137,77296,I'd cut off the coach the coach's speech in the locker room at halftime and I look and say i've got to be better
518,2576.7799999999997,2579.9,77303,77397,I've got to do a better job of taking care of my business
519,2580.3799999999997,2582.3799999999997,77411,77471,Forget about what's on the board
520,2583.1,2589.42,77493,77682,Again considering those numbers. They're fortunate to be only down by 13 as we've seen in the nba
521,2590.46,2593.42,77713,77802,13 points is not a huge deficit to overcome
522,2594.1400000000003,2597.1,77824,77913,And the shot clock's down to four shrewder drives on wiggins
523,2598.3,2599.9,77949,77997,and a foul
524,2599.9,2601.9,77997,78057,I'll take it on the side
525,2602.3,2604.2200000000003,78069,78126,We'll send it over to rachel
526,2604.2200000000003,2609.26,78126,78277,"Well, mike i'm told there was plenty of excitement as the warriors piled into the locker room coming off that great"
527,2609.5,2611.26,78285,78337,Step shot to close the first half
528,2611.26,2617.82,78337,78534,But i'm also told it only lasted about 15 seconds and then steve kerr got everyone to buckle down and refocus
529,2618.1400000000003,2623.42,78544,78702,"No major adjustments for the warriors, but he did tell the team prepare for the lakers to make some runs here"
530,2623.5,2629.42,78705,78882,They're a championship team. We just have to weather them. Meanwhile over on the lakers side the coaching staff told players
531,2629.5800000000004,2636.38,78887,79091,"They got to be more physical against this warrior squad. They do have that size advantage, but they also told the guys just relax"
532,2636.5400000000004,2638.5400000000004,79096,79156,we're missing wide open shots just
533,2639.18,2641.82,79175,79254,Ease into it here. These are shots that you can make mike
534,2643.42,2647.5,79302,79425,Thank you rachel this dream on green picked up the foul initially josh tiven said
535,2648.22,2652.38,79446,79571,"It was on the floor, but talked with his fellow officials. They changed it to the act of shooting"
536,2652.46,2655.1,79573,79653,"No, he got bullied by lebron james into asking"
537,2655.58,2661.98,79667,79859,"No, that's a that's the real deal. That's another way of putting it and they changed the call and i'm not saying it wasn't the right call"
538,2662.62,2664.62,79878,79938,I'm saying that's why
539,2664.62,2672.24,79938,80167,They discussed it and I would have a different message for the lakers. I wouldn't say relax. I would say we're too relaxed
540,2674.22,2676.22,80226,80286,Let's do something
541,2676.94,2682.7,80308,80481,"No doubt warriors look like the hungry team curry saves it, but right to shooter on an erin pass from green"
542,2683.9,2685.58,80517,80567,And here comes james
543,2685.58,2690.54,80567,80716,James gets into the paint mid-range jumper shot won't go looney another rebound quick outlet to curry
544,2691.42,2694.54,80742,80836,Curry to basemore attacks the rim layup shot. No good
545,2699.9,2702.48,80997,81074,Golden state looking to push it every opportunity
546,2703.82,2708.86,81114,81265,Truder draws the foul shot won't go but step curry will pick up his second personal
547,2709.9,2713.02,81297,81390,"And that's been a problem for golden state all year, which is"
548,2713.66,2715.66,81409,81469,fouling too much
549,2716.3,2718.22,81489,81546,And to start this half
550,2718.22,2723.8999999999996,81546,81716,They haven't made them make shots. They put truder to the line twice truder missed 14
551,2724.7799999999997,2728.62,81743,81858,Days down the stretch with the health and safety protocols played the last two games
552,2728.7,2731.68,81861,81950,But his conditioning is far from where it should be
553,2748.22,2750.22,82446,82506,I
554,2752.2999999999997,2757.4199999999996,82568,82722,Truder led the team in scoring when lebron james was out mark. They need him to be super aggressive
555,2758.3599999999997,2765.2,82750,82956,Absolutely out of pick and rolls in transition at their best. He's that third option and at times carries them offensively
556,2765.98,2770.4599999999996,82979,83113,Curry to green green try to jam it. James and drummond right there james
557,2770.9399999999996,2775.18,83128,83255,Down the other end lamp block a foul count it and one still went down
558,2775.66,2780.46,83269,83413,And a chance for a three-point play and suddenly it's just a seven-point game with a free throw
559,2781.18,2783.66,83435,83509,The coach a recipe for disaster if you're the warriors
560,2784.46,2790.72,83533,83721,Allowing the lakers to get to the free throw line turning the basketball over and giving them easy opportunities in transition
561,2792.46,2795.02,83773,83850,Sometimes teams in this league frustrate me
562,2795.8199999999997,2800.06,83874,84001,But what the utah jazz just did by giving out
563,2801.0,2802.62,84030,84078,52
564,2802.62,2804.62,84078,84138,full ride scholarships
565,2804.7799999999997,2806.7799999999997,84143,84203,to underserved kids
566,2807.1,2809.42,84213,84282,Is a home run that the whole league
567,2810.14,2812.14,84304,84364,Should adopt absolutely
568,2812.7799999999997,2815.8199999999997,84383,84474,When the players were calling the kids I looked at that video
569,2816.46,2817.2599999999998,84493,84517,and
570,2817.2599999999998,2821.02,84517,84630,I was absolutely so proud of utah
571,2822.14,2824.8599999999997,84664,84745,And the players I just thought it was brilliant
572,2825.74,2830.7,84772,84921,So special for those young men and women as wiggins spins and backs at home
573,2830.7,2831.8999999999996,84921,84956,Again
574,2831.8999999999996,2834.9399999999996,84956,85048,Back up to eight for golden state warriors have led the entire game
575,2835.58,2837.58,85067,85127,Lakers have not led the largest lead
576,2838.46,2839.98,85153,85199,Is 13
577,2839.98,2844.22,85199,85326,Right now 57 49 caldwell pope to james james kicks it out
578,2845.8199999999997,2850.54,85374,85516,Caldwell pope off the bounce running lap is good sweet. Oh from contiguous caldwell pope
579,2850.62,2853.98,85518,85619,He's got eight points and I like that offensive set by
580,2855.2599999999998,2858.06,85657,85741,Los angeles having james as the screener
581,2858.7799999999997,2864.54,85763,85936,When he's the screener it is really hard to guard pick and roll sorry behind the back flips it up and whittles short
582,2864.7,2870.48,85941,86114,As davis grabs the rebound and especially the screener with curry involved that puts you in the dilemma defensively
583,2873.5,2876.62,86205,86298,James to davis davis three-pointer won't go
584,2878.54,2883.82,86356,86514,Lakers just five of 19 from downtown golden state has hit twice as many threes
585,2883.82,2887.82,86514,86634,D
586,2893.1000000000004,2898.38,86793,86951,Green upset after the turnover the caldwell pope will shoot a couple of free throws
587,2901.1000000000004,2904.78,87033,87143,But again what we're talking about a team that's struggling to score you're giving them opportunities
588,2905.2400000000002,2911.1800000000003,87157,87335,Carelessness on the offensive end by the warrants and they're already the lakers are already in the penalty
589,2911.5,2913.5,87345,87405,So they're shooting the rest
590,2913.58,2919.34,87407,87580,Of the quarter while la hasn't committed a team foul golden state already five team fouls
591,2920.3,2922.3,87609,87669,In caldwell pope's numbers
592,2924.3,2927.9,87729,87837,One of these teams tonight will earn the seventh seed in the west and the right to
593,2928.14,2934.38,87844,88031,Get into the nba playoffs and you can watch the nba playoffs starting saturday on abc esbn tnt
594,2935.1,2937.1,88053,88113,And nba tv the winner tonight
595,2937.98,2939.98,88139,88199,Will face phoenix
596,2940.3,2945.34,88209,88360,That game one will be sunday time to be determined in phoenix against the sons
597,2947.34,2951.5,88420,88545,Just a spectacular season they finished second utah finished one
598,2953.7400000000002,2955.7400000000002,88612,88672,These two teams in the playing
599,2956.54,2958.3,88696,88749,shrewder against
600,2958.3,2963.98,88749,88919,Wiggins playing physical wiggins spins tied up shot clock at five green another turnover
601,2963.98,2965.98,88919,88979,For
602,2966.22,2968.22,88986,89046,As davis brings it into the front court
603,2969.1,2972.06,89073,89161,Back up shrewder puts up the three puts it in
604,2972.7,2975.1,89181,89253,Dennis shrewder just his second field goal
605,2975.82,2977.82,89274,89334,And it's a one-point game
606,2977.98,2981.9,89339,89457,You get into rhythm at the free throw line. So he caught a rhythm at the free throw line
607,2983.42,2985.42,89502,89562,And now he knocks in the three
608,2985.9,2987.9,89577,89637,And a foul down the other end
609,2987.98,2992.56,89639,89776,Crowd doesn't like it. There's about 6 000 fans here at the staple center tonight
610,2994.38,2996.38,89831,89891,And this is just a wide open
611,2996.62,3001.34,89898,90040,Catch and shoot three and mike you mentioned 6 000 fans. I also love
612,3002.06,3007.98,90061,90239,That they have they were able to get more fans because they have what a vaccinated section. Yep. I I love that
613,3009.42,3012.22,90282,90366,Curry step back three pointer and his foul
614,3013.1,3018.14,90393,90544,Shrewder commits the personal that's going to be his first and curry will shoot three free throws
615,3018.14,3024.4,90544,90732,And I thought he kicked out his leg I would really think about challenging that
616,3030.3799999999997,3032.7999999999997,90911,90983,He does get into that landing area
617,3035.2599999999998,3042.06,91057,91261,And mike you talked about the winner playing the phoenix suns want to say congratulations to coach monty williams who the coaches
618,3042.7,3044.7,91281,91341,"Uh, I think he's a little bit more of a"
619,3044.7,3047.2599999999998,91341,91417,Relation to coach monty williams who the coaches
620,3047.98,3048.8599999999997,91439,91465,uh
621,3048.8599999999997,3054.2999999999997,91465,91628,Voted him as the coach of the year. Yep his season in nba a job well done and an award well deserved
622,3055.3999999999996,3062.22,91661,91866,Absolutely terrific job and I love their whole team attitude. They weren't trying to to manipulate the standings. They
623,3062.8599999999997,3064.8599999999997,91885,91945,Whoever comes our way comes our way
624,3066.14,3069.18,91984,92075,How about the season chris paul has had for that team?
625,3070.46,3072.46,92113,92173,Meanwhile these two coaches
626,3072.54,3074.54,92176,92236,A little chess match right now
627,3075.7400000000002,3078.38,92272,92351,Curry hits all three lead back up to four
628,3079.1,3081.02,92373,92430,18 points for curry
629,3081.02,3083.34,92430,92500,As a successful coach in this league for so many years
630,3083.7400000000002,3088.62,92512,92658,"Did you ever try to manipulate the standings and see who he was going to match up with? No, I just"
631,3089.58,3092.94,92687,92788,I had a like just whether I was right or wrong that whole
632,3093.58,3094.78,92807,92843,Karma
633,3094.78,3098.54,92843,92956,As anthony davis takes another three. I just didn't believe in it
634,3098.94,3103.58,92968,93107,"If you want to if you're if you're a championship mentality, I just think you got to play everybody"
635,3104.54,3109.02,93136,93270,Blocked by looney drum and try to get it to go. He thought he was fouled again
636,3109.02,3112.86,93270,93385,The initial draymond green defense on davis forced him to pass it
637,3113.42,3115.42,93402,93462,Wiggins step back jumper got it
638,3115.82,3120.7799999999997,93474,93623,Andrew wiggins now with 13 points about the move by wiggins. That's not an easy shot
639,3121.34,3123.58,93640,93707,"No, but he's got that right to left spin"
640,3123.58,3134.06,93707,94021,One on one with lebron james who's just two of nine from the field jumper is good
641,3136.06,3141.1,94081,94233,He's got to look at it like it's disrespectful as good to defend as wiggins is you're gonna play me one on one
642,3141.66,3144.06,94249,94321,Recognize who I am take it personal
643,3145.9,3152.62,94377,94578,Schroeder gets right up into curry curry splits the defense dangerous pass stolen by caldwell pope
644,3153.9,3155.9,94617,94677,That's nine turnovers
645,3156.06,3157.98,94681,94739,now for the warriors
646,3157.98,3161.8199999999997,94739,94854,Four of them already here in his third quarter. We played just five minutes
647,3162.86,3164.86,94885,94945,Schroeder baseline jumper is short
648,3172.38,3174.38,95171,95231,Curry triple team finds looney
649,3175.34,3180.4,95260,95412,Touched past to basemore corner three is good basemore with his third three-pointer
650,3181.2000000000003,3187.92,95436,95637,And now frank vogel wants a timeout the lead right back up to seven the 11 three-pointer for golem state
651,3190.2400000000002,3192.1600000000003,95707,95764,You know what i'd like to
652,3192.1600000000003,3193.6800000000003,95764,95810,the sweatsuits
653,3193.6800000000003,3197.2000000000003,95810,95916,That the warriors are wearing with paying homage to oakland
654,3198.1600000000003,3200.48,95944,96014,That's pretty that's pretty good. I love that
655,3203.6,3208.8,96108,96264,Drummond hands off caldwell pope and double team him davis swings it now schroeder across the lane
656,3209.28,3211.2000000000003,96278,96336,Shot clock down to seven
657,3211.2000000000003,3215.84,96336,96475,Truder giving some room hesitated shot clock at two caruso on the drive
658,3216.5600000000004,3218.5600000000004,96496,96556,On the pull-up shot way off
659,3218.96,3224.2400000000002,96568,96727,And a 24 second violation another excellent defensive sequence from golden state
660,3225.52,3230.48,96765,96914,But I thought shrewd of cooperating he had a couple of shots that he turned down instead of being aggressive
661,3231.04,3233.04,96931,96991,And i'll tell you what I find interesting
662,3233.2,3234.56,96996,97036,Didn't they say
663,3234.56,3241.12,97036,97233,Before the game that they wanted to limit lebron james to 28 or 30 minutes. He only has eight minutes left
664,3241.84,3245.7599999999998,97255,97372,"Well, he's sitting right now. He played 17 and a half minutes in the first half"
665,3246.56,3248.56,97396,97456,And 22 overall so
666,3253.6,3257.44,97608,97723,Wiggins against caruso wiggins nice feet inside looney gathers
667,3258.0,3265.04,97740,97951,"And throws up a shot off the glass just his second field goal, but looney's played some excellent defense that he has 12 rebounds"
668,3266.0,3269.6,97980,98088,And they missed him earlier in the possession by green on a slip
669,3271.44,3276.5,98143,98295,Drummond across the lane flips it up and in four points for drummond
670,3276.98,3278.98,98309,98369,So
671,3285.46,3290.84,98563,98725,Curry gets away from the double team continues left-handed off the glass won't go chipped in by kavan looney
672,3294.34,3299.16,98830,98974,Looney part of those championship teams. He's got the corporate knowledge
673,3304.02,3306.26,99120,99187,Drummond calling for one-on-one with looney
674,3306.5,3310.66,99195,99319,Spins in the paint falls down lost it and basemore foul by shrewder
675,3312.02,3314.34,99360,99430,And if i'm the warriors you're doing me a favor
676,3314.9,3320.42,99447,99612,"Posting up drummond against looney. I know he scored the last possession, but if i'm anthony davis"
677,3321.06,3323.62,99631,99708,I've got to look to be aggressive and demand the basketball
678,3324.18,3330.34,99725,99910,This is not this is not a winning recipe coach. I I I agree if you can get them to post drummond
679,3331.86,3333.86,99955,100015,That plays away from their strength
680,3333.86,3335.86,100015,100075,"But again, I like this"
681,3335.86,3339.1600000000003,100075,100174,inserting the highly intense west matthews
682,3339.7000000000003,3346.7400000000002,100191,100402,And putting anthony davis at the center position matthews his first minutes tonight curry long distance hits a three step curry
683,3346.98,3350.26,100409,100507,His fourth three-pointer of the game. It's back up to a dozen
684,3351.7000000000003,3359.3,100551,100779,Toscano anderson and molder back in now stripped by green and stolen ball loose picked up by curry knocked out of his hands by caruso
685,3360.42,3362.42,100812,100872,caldwell pope to caruso
686,3363.38,3366.1800000000003,100901,100985,Cross-court matthews matthews for three
687,3366.98,3368.98,101009,101069,Talk about an instant contribution
688,3369.86,3376.98,101095,101309,And that's a huge turn of events up 12 all the momentum going in transition curry turns it over and then a three
689,3377.3,3379.7000000000003,101319,101391,Caruso steal on that an important play
690,3380.5,3385.06,101415,101551,And then a foul called on caldwell pope frank vogel irate again
691,3387.14,3391.78,101614,101753,I'm looking at the sideline and you see greatness and drake and michael b jordan just
692,3392.34,3395.1400000000003,101770,101854,Shaking their head at chef curry with the shot
